SPX (S&P 500 INDEX),866.23,14.31,,,,,,,,,,,
Apr 26 2009 @ 21:26 ET,,,,,,,,,,,,,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int
10 Jun 1000.00 (SZT FR-E),62,0,61.2,65.7,0,10376,10 Jun 1000.00 (SZT RR-E),220,0,203.5,208,0,4439
10 Jun 1025.00 (SZT FE-E),0,0,54.2,56.9,0,0,10 Jun 1025.00 (SZT RE-E),0,0,220.3,224.8,0,0
10 Jun 1050.00 (SZT FI-E),40,0,47.1,49.8,0,1677,10 Jun 1050.00 (SZT RI-E),301.45,0,237.9,242.4,0,69
10 Jun 1100.00 (SZT FT-E),35,1.5,34.9,37.6,150,6274,10 Jun 1100.00 (SZT RT-E),343.8,0,275,279.5,0,1502
10 Jun 1150.00 (SZT FY-E),17.75,0,25.5,27.5,0,336,10 Jun 1150.00 (SZT RY-E),321,0,314.7,319.2,0,1201
10 Jun 1200.00 (SZT FU-E),15.2,0,18.1,20.1,0,6388,10 Jun 1200.00 (SZT RU-E),419.5,0,356.5,361,0,125
10 Jun 1250.00 (SZT FV-E),13.9,0,12.4,14.4,0,7138,10 Jun 1250.00 (SZT RV-E),574,0,400.2,404.7,0,10805
10 Jun 1300.00 (SZT FW-E),8.5,0,8.5,10,0,3481,10 Jun 1300.00 (SZT RW-E),428,0,445.4,449.9,0,3150
10 Jun 1350.00 (SZT FG-E),32.05,0,5.6,7.1,0,1010,10 Jun 1350.00 (SZT RG-E),458,0,491.8,496.3,0,1075
10 Jun 1400.00 (SZT FA-E),2.3,0,3.7,4.9,0,1067,10 Jun 1400.00 (SZT RA-E),467.9,0,539.1,543.6,0,12
10 Jun 1450.00 (SZT FJ-E),3.3,0,2.45,3.4,0,196,10 Jun 1450.00 (SZT RJ-E),588,0,587.1,591.6,0,33
10 Jun 1500.00 (SZV FT-E),4.1,0,1.55,2.45,0,1203,10 Jun 1500.00 (SZV RT-E),627.2,0,635.5,640,0,6
10 Jun 1550.00 (SZV FG-E),4.2,0,0.9,1.8,0,103,10 Jun 1550.00 (SZV RG-E),649.5,0,684.2,688.7,0,29
10 Jun 1600.00 (SZV FO-E),0.95,0,0.5,1.1,0,122,10 Jun 1600.00 (SZV RO-E),0,0,733.2,737.7,0,0
10 Jun 1650.00 (SZV FU-E),2.1,0,0.3,1.2,0,17,10 Jun 1650.00 (SZV RU-E),0,0,782.3,786.8,0,0
10 Jun 1700.00 (SZV FA-E),1.8,0,0.2,1.1,0,15,10 Jun 1700.00 (SZV RA-E),891.2,0,831.5,836,0,11
10 Jun 1750.00 (SZV FZ-E),2.6,0,0.1,1,0,19,10 Jun 1750.00 (SZV RZ-E),0,0,880.8,885.3,0,0
10 Jun 1800.00 (SZV FD-E),0.5,0,0,0.75,0,55,10 Jun 1800.00 (SZV RD-E),0,0,929.9,934.4,0,0
10 Jun 1900.00 (SZV FI-E),0.4,0,0,0.5,0,11,10 Jun 1900.00 (SZV RI-E),0,0,1028.3,1032.8,0,0
10 Jun 2000.00 (SZV FE-E),0.9,0,0,0.5,0,51,10 Jun 2000.00 (SZV RE-E),1185.6,0,1127,1131.5,0,69
10 Dec 200.00 (SPL LD-E),601.2,0,639.9,645.2,0,12,10 Dec 200.00 (SPL XD-E),2,0,1.25,2.15,0,12824
10 Dec 300.00 (SPL LF-E),498,0,546.2,551.3,0,49,10 Dec 300.00 (SPL XF-E),6,0,4.8,6.5,0,635
10 Dec 400.00 (SPL LH-E),461.2,0,456.9,462,0,26,10 Dec 400.00 (SPL XH-E),16,0,13,15.3,0,36490
10 Dec 450.00 (SPL LS-E),0,0,414.4,419.6,0,0,10 Dec 450.00 (SPL XS-E),27,0,19.4,21.7,0,3000
10 Dec 500.00 (SPL LJ-E),332,0,373.5,378.8,0,5059,10 Dec 500.00 (SPL XJ-E),29.6,-0.3,28,28.5,1133,88835
10 Dec 525.00 (SPL LC-E),0,0,353.7,359,0,0,10 Dec 525.00 (SPL XC-E),0,0,31.7,34.9,0,0
10 Dec 550.00 (SPL LK-E),0,0,334.4,339.7,0,0,10 Dec 550.00 (SPL XK-E),42.2,0,36.8,40,0,1900
10 Dec 575.00 (SPL LU-E),0,0,315.6,320.8,0,0,10 Dec 575.00 (SPL XU-E),0,0,42.5,45.6,0,0
10 Dec 600.00 (SPL LB-E),160.2,0,297.2,302.5,0,2138,10 Dec 600.00 (SPL XB-E),52.7,0,50.2,51.7,0,130972
10 Dec 650.00 (SPL LM-E),238,0,262.1,267.3,0,1204,10 Dec 650.00 (SPL XM-E),71,0,61.3,66.5,0,1228
10 Dec 675.00 (SPL LN-E),190,0,245.1,250.3,0,1941,10 Dec 675.00 (SPL XN-E),79,0,68.9,74.2,0,2902
10 Dec 700.00 (SPL LA-E),220,0,228.8,234.1,0,5778,10 Dec 700.00 (SPL XA-E),81.2,0.5,77,82.3,10,21956
10 Dec 725.00 (SPL LE-E),128,0,213.4,218.6,0,1000,10 Dec 725.00 (SPL XE-E),115.5,0,85.9,91.1,0,350
10 Dec 750.00 (SPL LO-E),182,0,198.1,203.3,0,15441,10 Dec 750.00 (SPL XO-E),100.5,0,95.2,100.5,0,20003
10 Dec 775.00 (SPL LP-E),109,0,183.6,188.9,0,2102,10 Dec 775.00 (SPL XP-E),118,0,105.2,110.4,0,659
10 Dec 800.00 (SPL LL-E),164,0,169.9,175.1,0,20028,10 Dec 800.00 (SPL XL-E),119,-3.5,115.8,121,1,20611
10 Dec 825.00 (SPL LR-E),140,0,156.6,161.9,0,2357,10 Dec 825.00 (SPL XR-E),140.5,0,126.9,132.2,0,2951
10 Dec 850.00 (SPL LQ-E),145.2,17.2,144,149.2,450,25143,10 Dec 850.00 (SPL XQ-E),142,-10.8,138.6,143.9,200,34967
10 Dec 875.00 (SPL LY-E),125.7,0,132,137.2,0,2146,10 Dec 875.00 (SPL XY-E),155.05,0,151.1,156.3,0,751
10 Dec 900.00 (SPL LT-E),122,12,120.6,125.8,1,21784,10 Dec 900.00 (SPL XT-E),180,0,164.2,169.4,0,23519
10 Dec 950.00 (SPL LI-E),86.6,0,99.7,105,0,14507,10 Dec 950.00 (SPL XI-E),269,0,192.2,197.4,0,14778
10 Dec 1000.00 (SXG LR-E),74,0,81.4,86.6,0,21145,10 Dec 1000.00 (SXG XR-E),251,0,222.7,228,0,29022
10 Dec 1025.00 (SXG LD-E),60,0,73.1,78.4,0,9,10 Dec 1025.00 (SXG XD-E),254,0,238.9,244.2,0,2
10 Dec 1050.00 (SXG LS-E),60,0,65.4,70.6,0,6286,10 Dec 1050.00 (SXG XS-E),269.3,0,255.7,261,0,8414
10 Dec 1100.00 (SXG LT-E),53,3,52.9,56.1,250,13090,10 Dec 1100.00 (SXG XT-E),311,0,291.1,296.3,0,11548
10 Dec 1125.00 (SXG LX-E),31.5,0,47,50.1,0,150,10 Dec 1125.00 (SXG XX-E),0,0,309.7,315,0,0
10 Dec 1150.00 (SXG LB-E),21,0,41.5,44.7,0,2623,10 Dec 1150.00 (SXG XB-E),397.5,0,328.5,333.8,0,20349
10 Dec 1175.00 (SXG LC-E),11.4,0,36.6,39.7,0,4113,10 Dec 1175.00 (SXG XC-E),257,0,348,353.3,0,1851
10 Dec 1200.00 (SXG LU-E),30.9,0,32.1,35.2,0,18282,10 Dec 1200.00 (SXG XU-E),374,0,368,373.2,0,13622
10 Dec 1250.00 (SXG LJ-E),24,0,24.8,27.1,0,35237,10 Dec 1250.00 (SXG XJ-E),417,0,409.2,414.4,0,17026
10 Dec 1300.00 (SXG LW-E),16,0,18.6,20.9,0,12680,10 Dec 1300.00 (SXG XW-E),529.5,0,451.9,457.2,0,7029
10 Dec 1325.00 (SXG LF-E),10.5,0,16,18.3,0,112,10 Dec 1325.00 (SXG XF-E),633.5,0,473.8,479,0,2825
10 Dec 1350.00 (SXG LK-E),13,0,13.8,16,0,6928,10 Dec 1350.00 (SXG XK-E),518,0,496,501.2,0,10981
10 Dec 1375.00 (SXG LO-E),53,0,11.8,14.1,0,1,10 Dec 1375.00 (SXG XO-E),169,0,518.4,523.6,0,3225
10 Dec 1400.00 (SXG LA-E),10,0,10,12.3,0,26754,10 Dec 1400.00 (SXG XA-E),625.1,0,541.1,546.3,0,6591
10 Dec 1425.00 (SXG LE-E),75.5,0,8.7,10.5,0,870,10 Dec 1425.00 (SXG XE-E),305.7,0,564,569.2,0,1805
10 Dec 1450.00 (SXG LI-E),9.6,0,7.4,9.1,0,3324,10 Dec 1450.00 (SXG XI-E),682,0,587.1,592.3,0,1555
10 Dec 1500.00 (SYZ LT-E),5.7,0,5.2,6.9,0,45194,10 Dec 1500.00 (SYZ XT-E),688.5,0,633.8,639,0,8197
10 Dec 1550.00 (SYZ LJ-E),1.2,0,3.8,5.2,0,1214,10 Dec 1550.00 (SYZ XJ-E),711,0,681.1,686.3,0,361
10 Dec 1600.00 (SYZ LO-E),2.2,0,2.8,3.9,0,4701,10 Dec 1600.00 (SYZ XO-E),696.2,0,728.8,734.1,0,234
10 Dec 1700.00 (SYZ LN-E),1.65,0,1.35,2.4,0,3689,10 Dec 1700.00 (SYZ XN-E),717.1,0,825.1,830.4,0,557
10 Dec 1800.00 (SYZ LP-E),0.8,0,0.55,1.6,0,7628,10 Dec 1800.00 (SYZ XP-E),956.8,0,922.2,927.5,0,41
10 Dec 1900.00 (SYZ LR-E),0.35,0,0.3,1.35,0,7060,10 Dec 1900.00 (SYZ XR-E),1069.1,0,1019.7,1024.9,0,80
10 Dec 2000.00 (SYZ LA-E),0.45,0,0.1,1.2,0,13641,10 Dec 2000.00 (SYZ XA-E),1284.05,0,1117.3,1122.6,0,64
10 Dec 2100.00 (SYZ LV-E),0.5,0,0.1,0.5,0,5101,10 Dec 2100.00 (SYZ XV-E),1328.8,0,1214.6,1219.9,0,132
10 Dec 2150.00 (SYZ LC-E),0.55,0,0.1,0.6,0,40,10 Dec 2150.00 (SYZ XC-E),0,0,1263.5,1268.7,0,0
10 Dec 2250.00 (SYZ LE-E),0.3,0,0.05,0.6,0,6027,10 Dec 2250.00 (SYZ XE-E),1366.2,0,1361.2,1366.5,0,122
10 Dec 2500.00 (SYZ LU-E),0.05,0,0.05,0.55,0,9667,10 Dec 2500.00 (SYZ XU-E),1687.5,0,1605.7,1610.9,0,346
11 Dec 250.00 (SZJ LE-E),543.7,0,587,591,0,13,11 Dec 250.00 (SZJ XE-E),7.8,0,7.4,8.2,0,59166
11 Dec 280.00 (SZJ LP-E),519,0,561,565.3,0,102,11 Dec 280.00 (SZJ XP-E),12.45,0,9.5,11.5,0,22
11 Dec 300.00 (SZJ LF-E),497.8,0,544,548.3,0,82,11 Dec 300.00 (SZJ XF-E),13,0,11.3,13.9,0,748
11 Dec 350.00 (SZJ LG-E),402,0,502.5,507,0,4,11 Dec 350.00 (SZJ XG-E),23,0,17.5,20.1,0,1509
11 Dec 400.00 (SZJ LB-E),311.9,0,462.5,467.1,0,32,11 Dec 400.00 (SZJ XB-E),27.4,0,25.3,27.9,0,19906
11 Dec 450.00 (SZJ LI-E),395.3,0,424.1,429,0,6,11 Dec 450.00 (SZJ XI-E),48,0,34.2,37.8,0,204
11 Dec 500.00 (SZJ LC-E),358.8,0,387.4,392.6,0,27,11 Dec 500.00 (SZJ XC-E),47.5,0,45,48.6,0,2108
11 Dec 550.00 (SZJ LK-E),325.5,0,352.4,357.9,0,6,11 Dec 550.00 (SZJ XK-E),59.7,-4.2,57.7,61.3,41,340
11 Dec 600.00 (SZJ LR-E),305.35,0,319.1,324.6,0,15,11 Dec 600.00 (SZJ XR-E),74,-4,71.1,76.9,403,6664
11 Dec 650.00 (SZJ LM-E),265.1,0,287.6,293,0,17,11 Dec 650.00 (SZJ XM-E),100,0,87.2,93.2,0,2456
11 Dec 700.00 (SZJ LA-E),212.3,0,257.9,263.3,0,4026,11 Dec 700.00 (SZJ XA-E),113,0,105.3,111.3,0,13407
11 Dec 750.00 (SZJ LO-E),225,2.6,230.1,235.4,1,202,11 Dec 750.00 (SZJ XO-E),128.7,-13.3,125.2,131.2,1,1024
11 Dec 800.00 (SZJ LL-E),182.35,0,204.1,209.4,0,10793,11 Dec 800.00 (SZJ XL-E),151.5,0,146.9,152.9,0,10474
11 Dec 825.00 (SZJ LU-E),166,0,191.9,197.2,0,150,11 Dec 825.00 (SZJ XU-E),171,0,158.5,164.5,0,440
11 Dec 850.00 (SZJ LJ-E),173.5,2.5,180.1,185.2,300,5698,11 Dec 850.00 (SZJ XJ-E),177.8,3.8,170.6,176.6,400,8134
11 Dec 900.00 (SZJ LT-E),158.5,8.5,158,163,7,5594,11 Dec 900.00 (SZJ XT-E),205,0,196.2,202.2,0,3586
11 Dec 920.00 (SZJ LQ-E),0,0,149.7,154.8,0,0,11 Dec 920.00 (SZJ XQ-E),0,0,206.9,212.9,0,0
11 Dec 950.00 (SZJ LS-E),121.5,0,137.7,142.5,0,2581,11 Dec 950.00 (SZJ XS-E),254.5,0,223.6,229.6,0,409
11 Dec 1000.00 (SZT LR-E),120,11.1,119.4,124.2,304,3689,11 Dec 1000.00 (SZT XR-E),271.7,0,252.9,258.9,0,1956
11 Dec 1025.00 (SZT LE-E),92,0,110.8,115.7,0,600,11 Dec 1025.00 (SZT XE-E),0,0,268.3,274.3,0,0
11 Dec 1050.00 (SZT LI-E),0,0,102.8,107.6,0,0,11 Dec 1050.00 (SZT XI-E),0,0,284,290,0,0
11 Dec 1100.00 (SZT LT-E),86.5,2.5,87.9,92.7,7,2889,11 Dec 1100.00 (SZT XT-E),332.1,0,316.9,322.9,0,671
11 Dec 1200.00 (SZT LU-E),63.5,4.5,63,68,4,5877,11 Dec 1200.00 (SZT XU-E),395,0,387.4,393.4,0,258
11 Dec 1300.00 (SZT LW-E),39,0,45.1,48.7,0,3457,11 Dec 1300.00 (SZT XW-E),501.5,0,463.8,469.8,0,5
11 Dec 1400.00 (SZT LA-E),28.5,0,30.9,34.5,0,4776,11 Dec 1400.00 (SZT XA-E),0,0,544.9,550.9,0,0
11 Dec 1500.00 (SZV LT-E),17,0,21,23.6,0,5730,11 Dec 1500.00 (SZV XT-E),765,0,630,636,0,2650
11 Dec 1600.00 (SZV LO-E),15,0,13.7,16.3,0,6260,11 Dec 1600.00 (SZV XO-E),774.1,0,718.1,724.1,0,25
11 Dec 1700.00 (SZV LA-E),10,0,8.9,11,0,482,11 Dec 1700.00 (SZV XA-E),871.6,0,808.5,814.5,0,0
11 Dec 1800.00 (SZV LD-E),2.65,0,5.7,7.7,0,12,11 Dec 1800.00 (SZV XD-E),988.5,0,900.6,906.6,0,22
11 Dec 1900.00 (SZV LI-E),0,0,3.7,5.3,0,0,11 Dec 1900.00 (SZV XI-E),970.8,0,993.9,999.9,0,23
11 Dec 2000.00 (SZV LE-E),1.7,0,2.45,3.7,0,4260,11 Dec 2000.00 (SZV XE-E),1159.1,0,1087.9,1093.9,0,77
